id,mod_id,courseID,mod_type,name,order,childOrder,treelevel,chpModPar,seqModPar,vrtModPar,Framing ,Social ,LO.1,LO.2,LO.3,LO.4,LO.6,LO.7,LO.8,LO.9
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@47ab5c72ed4f4a38a6f760e0bfa008f2,47ab5c72ed4f4a38a6f760e0bfa008f2,MITxPRO+AMxB+1T2018,problem,Question 3,615,3,4,ddbe29223e4f4069943c32cb8249ab9c,28a0c0d83f8f44dca3da9672c93d55a0,96a5a75bcf904deba4693d8ba8d90f79,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@a653f4a798964771b51fbc7cb8a7a276,a653f4a798964771b51fbc7cb8a7a276,MITxPRO+AMxB+1T2018,problem,Question 4,616,4,4,ddbe29223e4f4069943c32cb8249ab9c,28a0c0d83f8f44dca3da9672c93d55a0,96a5a75bcf904deba4693d8ba8d90f79,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@dea916389a6340ab857b698c5270e209,dea916389a6340ab857b698c5270e209,MITxPRO+AMxB+1T2018,sequential,AM Toolpaths (15 min),617,3,2,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@5eb3d39122534ed2ab46b439ad8619a8,5eb3d39122534ed2ab46b439ad8619a8,MITxPRO+AMxB+1T2018,vertical,Introduction,618,1,3,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,5eb3d39122534ed2ab46b439ad8619a8,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@611f718731804acf8b5f757f24bcdf64,611f718731804acf8b5f757f24bcdf64,MITxPRO+AMxB+1T2018,html,,619,1,4,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,5eb3d39122534ed2ab46b439ad8619a8,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@b118a607e2f241c58c7bfbefd7eb0189,b118a607e2f241c58c7bfbefd7eb0189,MITxPRO+AMxB+1T2018,vertical,Vector Toolpaths,620,2,3,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,b118a607e2f241c58c7bfbefd7eb0189,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@797a6e6ad6a9498396d577b377aec258,797a6e6ad6a9498396d577b377aec258,MITxPRO+AMxB+1T2018,html,,621,1,4,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,b118a607e2f241c58c7bfbefd7eb0189,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@9e757a16fff84b628fef5c8b3ec22b7f,9e757a16fff84b628fef5c8b3ec22b7f,MITxPRO+AMxB+1T2018,vertical,Raster Toolpaths,622,3,3,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,9e757a16fff84b628fef5c8b3ec22b7f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2e48e055fb4146e9b149086c1385037d,2e48e055fb4146e9b149086c1385037d,MITxPRO+AMxB+1T2018,html,,623,1,4,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,9e757a16fff84b628fef5c8b3ec22b7f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@eb9544b8b40941488c6f3489259374e5,eb9544b8b40941488c6f3489259374e5,MITxPRO+AMxB+1T2018,vertical,G-Code,624,4,3,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,eb9544b8b40941488c6f3489259374e5,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@51c336e9fc974fe6b345ef354ed29bbb,51c336e9fc974fe6b345ef354ed29bbb,MITxPRO+AMxB+1T2018,html,,625,1,4,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,eb9544b8b40941488c6f3489259374e5,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@6f691fd30e10459b81479710264ac498,6f691fd30e10459b81479710264ac498,MITxPRO+AMxB+1T2018,vertical,Concept Questions (NOT FOR POSTING),626,5,3,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,6f691fd30e10459b81479710264ac498,0,0,NA,NA,NA,NA,NA,NA,NA,NA
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@b45b5d511c7a4499bec604aeac480b1d,b45b5d511c7a4499bec604aeac480b1d,MITxPRO+AMxB+1T2018,problem,Checkboxes,627,1,4,ddbe29223e4f4069943c32cb8249ab9c,dea916389a6340ab857b698c5270e209,6f691fd30e10459b81479710264ac498,0,0,NA,NA,NA,NA,NA,NA,NA,NA
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@5879f27b7b2b49438e29336b0f56de9b,5879f27b7b2b49438e29336b0f56de9b,MITxPRO+AMxB+1T2018,sequential,Software Workflows: From Design to Build Preparation (1hr),628,4,2,ddbe29223e4f4069943c32cb8249ab9c,5879f27b7b2b49438e29336b0f56de9b,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@06a0aab90cdc489bb287e06a7b2a3ca3,06a0aab90cdc489bb287e06a7b2a3ca3,MITxPRO+AMxB+1T2018,vertical,Materialise Magics,629,1,3,ddbe29223e4f4069943c32cb8249ab9c,5879f27b7b2b49438e29336b0f56de9b,06a0aab90cdc489bb287e06a7b2a3ca3,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@6a3fd2c28384465589f148598410fbdd,6a3fd2c28384465589f148598410fbdd,MITxPRO+AMxB+1T2018,html,,630,1,4,ddbe29223e4f4069943c32cb8249ab9c,5879f27b7b2b49438e29336b0f56de9b,06a0aab90cdc489bb287e06a7b2a3ca3,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@90efb799135b4a83860d413d182e62af,90efb799135b4a83860d413d182e62af,MITxPRO+AMxB+1T2018,video,Materialise Magics Demonstration Video,631,2,4,ddbe29223e4f4069943c32cb8249ab9c,5879f27b7b2b49438e29336b0f56de9b,06a0aab90cdc489bb287e06a7b2a3ca3,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@57993983eb7c407c954ba37403137a07,57993983eb7c407c954ba37403137a07,MITxPRO+AMxB+1T2018,vertical,Ultimaker Cura,632,2,3,ddbe29223e4f4069943c32cb8249ab9c,5879f27b7b2b49438e29336b0f56de9b,57993983eb7c407c954ba37403137a07,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@45fb3c2b451642e89378499970aaaf15,45fb3c2b451642e89378499970aaaf15,MITxPRO+AMxB+1T2018,html,,633,1,4,ddbe29223e4f4069943c32cb8249ab9c,5879f27b7b2b49438e29336b0f56de9b,57993983eb7c407c954ba37403137a07,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@8fba3f66ee7a4a218d411662d248a54d,8fba3f66ee7a4a218d411662d248a54d,MITxPRO+AMxB+1T2018,video,Ultimaker Cura Demonstration,634,2,4,ddbe29223e4f4069943c32cb8249ab9c,5879f27b7b2b49438e29336b0f56de9b,57993983eb7c407c954ba37403137a07,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@chapter+block@7a3a22ca3070427cb03de39a928a3158,7a3a22ca3070427cb03de39a928a3158,MITxPRO+AMxB+1T2018,chapter,Weeks 4-5: Topology Optimization and Generative Design (2 hrs),635,10,1,7a3a22ca3070427cb03de39a928a3158,,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@d0712226027149128a885061a15613e4,d0712226027149128a885061a15613e4,MITxPRO+AMxB+1T2018,sequential,Principles of Generative Design (30 min),636,1,2,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@ab3afa3c2e0848b49a1998b8ff5047c4,ab3afa3c2e0848b49a1998b8ff5047c4,MITxPRO+AMxB+1T2018,vertical,Defining the Design and Performance Space,637,1,3,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,ab3afa3c2e0848b49a1998b8ff5047c4,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@ca8aac0be163430e8baaad776c32ddd2,ca8aac0be163430e8baaad776c32ddd2,MITxPRO+AMxB+1T2018,html,,638,1,4,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,ab3afa3c2e0848b49a1998b8ff5047c4,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@e07603058e9043579d9f2f17be10b866,e07603058e9043579d9f2f17be10b866,MITxPRO+AMxB+1T2018,video,Defining the Design and Performance Space,639,2,4,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,ab3afa3c2e0848b49a1998b8ff5047c4,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@9199f2b024654801834798160842bfc7,9199f2b024654801834798160842bfc7,MITxPRO+AMxB+1T2018,vertical,Formulation and Implementation of Topology Optimization,640,2,3,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,9199f2b024654801834798160842bfc7,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@0da137981c784fff80a5768bc626dca7,0da137981c784fff80a5768bc626dca7,MITxPRO+AMxB+1T2018,html,,641,1,4,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,9199f2b024654801834798160842bfc7,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@e588e625f78049a5aed0c685e1fc9500,e588e625f78049a5aed0c685e1fc9500,MITxPRO+AMxB+1T2018,video,The Inverse Problem and Formulation of Topology Optimization,642,2,4,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,9199f2b024654801834798160842bfc7,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@abdacc6701224360a3f86b8be3f366bf,abdacc6701224360a3f86b8be3f366bf,MITxPRO+AMxB+1T2018,video,The SIMP Method of Topology Optimization,643,3,4,7a3a22ca3070427cb03de39a928a3158,d0712226027149128a885061a15613e4,9199f2b024654801834798160842bfc7,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@99fc32aec48d465f8c64462c3fd38144,99fc32aec48d465f8c64462c3fd38144,MITxPRO+AMxB+1T2018,sequential,Computational Design of a High-Performance Wheel (60 min),644,2,2,7a3a22ca3070427cb03de39a928a3158,99fc32aec48d465f8c64462c3fd38144,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@2685e5ce4d2445229245e978ae618fec,2685e5ce4d2445229245e978ae618fec,MITxPRO+AMxB+1T2018,vertical,Introduction,645,1,3,7a3a22ca3070427cb03de39a928a3158,99fc32aec48d465f8c64462c3fd38144,2685e5ce4d2445229245e978ae618fec,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@202fe760f26e4bd7a5a9cd1926e3f678,202fe760f26e4bd7a5a9cd1926e3f678,MITxPRO+AMxB+1T2018,html,,646,1,4,7a3a22ca3070427cb03de39a928a3158,99fc32aec48d465f8c64462c3fd38144,2685e5ce4d2445229245e978ae618fec,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@3e3428242983494095b0d25bad62a657,3e3428242983494095b0d25bad62a657,MITxPRO+AMxB+1T2018,video,Computational Design of a High-Performance Wheel,647,2,4,7a3a22ca3070427cb03de39a928a3158,99fc32aec48d465f8c64462c3fd38144,2685e5ce4d2445229245e978ae618fec,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@91b21144d1b5408d956b8a08c06ead48,91b21144d1b5408d956b8a08c06ead48,MITxPRO+AMxB+1T2018,html,,648,3,4,7a3a22ca3070427cb03de39a928a3158,99fc32aec48d465f8c64462c3fd38144,2685e5ce4d2445229245e978ae618fec,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@fed8304bb7184050aaaa4d9ab2089745,fed8304bb7184050aaaa4d9ab2089745,MITxPRO+AMxB+1T2018,html,IFrame Tool,649,4,4,7a3a22ca3070427cb03de39a928a3158,99fc32aec48d465f8c64462c3fd38144,2685e5ce4d2445229245e978ae618fec,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@22cef0d3bad34dd0b9534f375500b8b0,22cef0d3bad34dd0b9534f375500b8b0,MITxPRO+AMxB+1T2018,sequential,Concept Questions,650,3,2,7a3a22ca3070427cb03de39a928a3158,22cef0d3bad34dd0b9534f375500b8b0,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@25774ab5d56641b2b71c82519964b6c2,25774ab5d56641b2b71c82519964b6c2,MITxPRO+AMxB+1T2018,vertical,Concept Questions,651,1,3,7a3a22ca3070427cb03de39a928a3158,22cef0d3bad34dd0b9534f375500b8b0,25774ab5d56641b2b71c82519964b6c2,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@064f627c77a54926aac5e4c6b665a883,064f627c77a54926aac5e4c6b665a883,MITxPRO+AMxB+1T2018,problem,Question #1,652,1,4,7a3a22ca3070427cb03de39a928a3158,22cef0d3bad34dd0b9534f375500b8b0,25774ab5d56641b2b71c82519964b6c2,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@efb26d7be5e646dca9278cde2f59dbc3,efb26d7be5e646dca9278cde2f59dbc3,MITxPRO+AMxB+1T2018,problem,Question #2,653,2,4,7a3a22ca3070427cb03de39a928a3158,22cef0d3bad34dd0b9534f375500b8b0,25774ab5d56641b2b71c82519964b6c2,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@4d80bdddc8fe4cf4bf5c05efb70ad6a9,4d80bdddc8fe4cf4bf5c05efb70ad6a9,MITxPRO+AMxB+1T2018,problem,Question #3,654,3,4,7a3a22ca3070427cb03de39a928a3158,22cef0d3bad34dd0b9534f375500b8b0,25774ab5d56641b2b71c82519964b6c2,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@3b8342fbe7e1473ba44ee109673c5f1c,3b8342fbe7e1473ba44ee109673c5f1c,MITxPRO+AMxB+1T2018,problem,Question #4,655,4,4,7a3a22ca3070427cb03de39a928a3158,22cef0d3bad34dd0b9534f375500b8b0,25774ab5d56641b2b71c82519964b6c2,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@ef612a0ce30d4b788653a525216f7837,ef612a0ce30d4b788653a525216f7837,MITxPRO+AMxB+1T2018,problem,Question #5,656,5,4,7a3a22ca3070427cb03de39a928a3158,22cef0d3bad34dd0b9534f375500b8b0,25774ab5d56641b2b71c82519964b6c2,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@657617f7018f4f12a646901cf97d84a0,657617f7018f4f12a646901cf97d84a0,MITxPRO+AMxB+1T2018,sequential,Generative Design at Autodesk (10 min),657,4,2,7a3a22ca3070427cb03de39a928a3158,657617f7018f4f12a646901cf97d84a0,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@d4ce0814482548a7bb9fb639cd468f1d,d4ce0814482548a7bb9fb639cd468f1d,MITxPRO+AMxB+1T2018,vertical,Generative Design at Autodesk,658,1,3,7a3a22ca3070427cb03de39a928a3158,657617f7018f4f12a646901cf97d84a0,d4ce0814482548a7bb9fb639cd468f1d,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@a27e6ccbd699476c823afe67c91324cf,a27e6ccbd699476c823afe67c91324cf,MITxPRO+AMxB+1T2018,html,,659,1,4,7a3a22ca3070427cb03de39a928a3158,657617f7018f4f12a646901cf97d84a0,d4ce0814482548a7bb9fb639cd468f1d,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@3a515431ad5d4619b97924675284a684,3a515431ad5d4619b97924675284a684,MITxPRO+AMxB+1T2018,video,Generative Design at Autodesk,660,2,4,7a3a22ca3070427cb03de39a928a3158,657617f7018f4f12a646901cf97d84a0,d4ce0814482548a7bb9fb639cd468f1d,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@423001c020d54673b4a6d47f3533aece,423001c020d54673b4a6d47f3533aece,MITxPRO+AMxB+1T2018,sequential,Advanced Topology Optimization for AM (15 min),661,5,2,7a3a22ca3070427cb03de39a928a3158,423001c020d54673b4a6d47f3533aece,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@8e0f64f372ec47b1b5a8772f6d6db8b4,8e0f64f372ec47b1b5a8772f6d6db8b4,MITxPRO+AMxB+1T2018,vertical,Advanced Topology Optimization for AM,662,1,3,7a3a22ca3070427cb03de39a928a3158,423001c020d54673b4a6d47f3533aece,8e0f64f372ec47b1b5a8772f6d6db8b4,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@ad172c9eaecf4a59bba2238ca2bb3990,ad172c9eaecf4a59bba2238ca2bb3990,MITxPRO+AMxB+1T2018,html,,663,1,4,7a3a22ca3070427cb03de39a928a3158,423001c020d54673b4a6d47f3533aece,8e0f64f372ec47b1b5a8772f6d6db8b4,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@b4b721ff8e98417a9ffd504f445c8998,b4b721ff8e98417a9ffd504f445c8998,MITxPRO+AMxB+1T2018,video,Advanced Topology Optimization for AM,664,2,4,7a3a22ca3070427cb03de39a928a3158,423001c020d54673b4a6d47f3533aece,8e0f64f372ec47b1b5a8772f6d6db8b4,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@chapter+block@bd348520b954493db2f99dfad3eeeb43,bd348520b954493db2f99dfad3eeeb43,MITxPRO+AMxB+1T2018,chapter,Weeks 4-5: Implementing DfAM (4 hrs),665,1,1,bd348520b954493db2f99dfad3eeeb43,,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@19251f002cf74e4c96b91d7cb43a85dc,19251f002cf74e4c96b91d7cb43a85dc,MITxPRO+AMxB+1T2018,sequential,An Integrative Approach to DfAM (40 min),666,1,2,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@a7e0a694cf014d5ea412b93a571b8252,a7e0a694cf014d5ea412b93a571b8252,MITxPRO+AMxB+1T2018,vertical,Introduction,667,1,3,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,a7e0a694cf014d5ea412b93a571b8252,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@d9dd2a4989284d94b66c5a100745f102,d9dd2a4989284d94b66c5a100745f102,MITxPRO+AMxB+1T2018,html,,668,1,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,a7e0a694cf014d5ea412b93a571b8252,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@758580ae0678447ba415e81229046017,758580ae0678447ba415e81229046017,MITxPRO+AMxB+1T2018,vertical,Traditional Design for Manufacturing and Assembly (DFMA),669,2,3,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,758580ae0678447ba415e81229046017,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@4e7f6237dba14b9cabab572a9032820e,4e7f6237dba14b9cabab572a9032820e,MITxPRO+AMxB+1T2018,html,,670,1,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,758580ae0678447ba415e81229046017,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@d4ce542b35294bd695fe6c240c684757,d4ce542b35294bd695fe6c240c684757,MITxPRO+AMxB+1T2018,vertical,The DfAM Innovation Process,671,3,3,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,d4ce542b35294bd695fe6c240c684757,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@dfa2734715da48a083fe836252dac452,dfa2734715da48a083fe836252dac452,MITxPRO+AMxB+1T2018,html,,672,1,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,d4ce542b35294bd695fe6c240c684757,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@1797c5a9d0a04e37bb73462e5c58121f,1797c5a9d0a04e37bb73462e5c58121f,MITxPRO+AMxB+1T2018,vertical,The DfAM Cards,673,4,3,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,1797c5a9d0a04e37bb73462e5c58121f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@6209866a51f94d1982106374115c7594,6209866a51f94d1982106374115c7594,MITxPRO+AMxB+1T2018,html,,674,1,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,1797c5a9d0a04e37bb73462e5c58121f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2850ec8902554b2db863515391feae48,2850ec8902554b2db863515391feae48,MITxPRO+AMxB+1T2018,html,,675,2,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,1797c5a9d0a04e37bb73462e5c58121f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@da48f27bea184b319bf8dc059138fbca,da48f27bea184b319bf8dc059138fbca,MITxPRO+AMxB+1T2018,html,,676,3,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,1797c5a9d0a04e37bb73462e5c58121f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@61decba0ba3048cb9d65cb40780a72df,61decba0ba3048cb9d65cb40780a72df,MITxPRO+AMxB+1T2018,html,,677,4,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,1797c5a9d0a04e37bb73462e5c58121f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@9ee2ef37fd6b4c52979be63d8558f56f,9ee2ef37fd6b4c52979be63d8558f56f,MITxPRO+AMxB+1T2018,vertical,The Rapid Innovation Cycle (RIC) Applied to AM,678,5,3,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,9ee2ef37fd6b4c52979be63d8558f56f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8ecebe22b81a4779b6aa4c03baa79bb1,8ecebe22b81a4779b6aa4c03baa79bb1,MITxPRO+AMxB+1T2018,html,,679,1,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,9ee2ef37fd6b4c52979be63d8558f56f,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@d15ccfe3011241dbb72adaa0d7bc0d26,d15ccfe3011241dbb72adaa0d7bc0d26,MITxPRO+AMxB+1T2018,vertical,Design Enablers and Design Inhibitors,680,6,3,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,d15ccfe3011241dbb72adaa0d7bc0d26,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@9c1bc5b9b4c244958983e8a5789f84ed,9c1bc5b9b4c244958983e8a5789f84ed,MITxPRO+AMxB+1T2018,html,,681,1,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,d15ccfe3011241dbb72adaa0d7bc0d26,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@8fff4a8769514287b17b87bd7bf83e90,8fff4a8769514287b17b87bd7bf83e90,MITxPRO+AMxB+1T2018,vertical,Summary and Key Takeaways,682,7,3,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,8fff4a8769514287b17b87bd7bf83e90,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@6a1b1998400e4f52aa3d3768633a7dd5,6a1b1998400e4f52aa3d3768633a7dd5,MITxPRO+AMxB+1T2018,html,,683,1,4,bd348520b954493db2f99dfad3eeeb43,19251f002cf74e4c96b91d7cb43a85dc,8fff4a8769514287b17b87bd7bf83e90,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@fe07ddd81bce4aedbdea5454ec850cd2,fe07ddd81bce4aedbdea5454ec850cd2,MITxPRO+AMxB+1T2018,sequential,Integrative Examples of DfAM in Practice (20 min),684,2,2,bd348520b954493db2f99dfad3eeeb43,fe07ddd81bce4aedbdea5454ec850cd2,,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@97f4eb7dfde84ed4a09237c3321c5264,97f4eb7dfde84ed4a09237c3321c5264,MITxPRO+AMxB+1T2018,vertical,Integrative Examples of DfAM in Practice,685,1,3,bd348520b954493db2f99dfad3eeeb43,fe07ddd81bce4aedbdea5454ec850cd2,97f4eb7dfde84ed4a09237c3321c5264,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@fe3586744a044afd9ae558cfbe4a9411,fe3586744a044afd9ae558cfbe4a9411,MITxPRO+AMxB+1T2018,html,,686,1,4,bd348520b954493db2f99dfad3eeeb43,fe07ddd81bce4aedbdea5454ec850cd2,97f4eb7dfde84ed4a09237c3321c5264,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@f9063cc6765a4fb3875172894b58c4af,f9063cc6765a4fb3875172894b58c4af,MITxPRO+AMxB+1T2018,video,Integrating AM Constraints with Topology Optimization,687,2,4,bd348520b954493db2f99dfad3eeeb43,fe07ddd81bce4aedbdea5454ec850cd2,97f4eb7dfde84ed4a09237c3321c5264,0,0,0,0,0,1,0,0,0,0
