id,mod_id,courseID,mod_type,name,order,childOrder,treelevel,chpModPar,seqModPar,vrtModPar,Framing ,Social ,LO.1,LO.2,LO.3,LO.4,LO.6,LO.7,LO.8,LO.9
block-v1:MITxPRO+AMxB+1T2018+type@html+block@26772bf1f08f4f96ab44e6007c4c6976,26772bf1f08f4f96ab44e6007c4c6976,MITxPRO+AMxB+1T2018,html,Text,237,1,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,4bfd8ba748af406aaeb1bbbbaa3ab517,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@9b0b3df2c14144d49b56a90c54cb748a,9b0b3df2c14144d49b56a90c54cb748a,MITxPRO+AMxB+1T2018,video,Introduction to Powder Bed Fusion AM,238,2,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,4bfd8ba748af406aaeb1bbbbaa3ab517,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@3e4ef77de6bf43dd8ba014f6897dcae6,3e4ef77de6bf43dd8ba014f6897dcae6,MITxPRO+AMxB+1T2018,html,,239,3,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,4bfd8ba748af406aaeb1bbbbaa3ab517,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@746b1dcc95734efa89fb68d4edd083b2,746b1dcc95734efa89fb68d4edd083b2,MITxPRO+AMxB+1T2018,vertical,Workflow: Selective Laser Sintering,240,2,3,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,746b1dcc95734efa89fb68d4edd083b2,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@b44d071a81c142198d7e7ca14f5442f6,b44d071a81c142198d7e7ca14f5442f6,MITxPRO+AMxB+1T2018,html,Duplicate of 'Text',241,1,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,746b1dcc95734efa89fb68d4edd083b2,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@2a3d8b5f6991442cbf17871398487920,2a3d8b5f6991442cbf17871398487920,MITxPRO+AMxB+1T2018,video,SLS Workflow,242,2,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,746b1dcc95734efa89fb68d4edd083b2,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@5e42a1b1cce24e97b69466e3d9d02a98,5e42a1b1cce24e97b69466e3d9d02a98,MITxPRO+AMxB+1T2018,html,Text,243,3,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,746b1dcc95734efa89fb68d4edd083b2,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@cf19b65fafd64ac8a8f907cefc1a4f45,cf19b65fafd64ac8a8f907cefc1a4f45,MITxPRO+AMxB+1T2018,vertical,Workflow: Selective Laser Melting,244,3,3,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,cf19b65fafd64ac8a8f907cefc1a4f45,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@6b640336506d4155b1388785aab42fca,6b640336506d4155b1388785aab42fca,MITxPRO+AMxB+1T2018,html,Text,245,1,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,cf19b65fafd64ac8a8f907cefc1a4f45,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@5b303a0f1b8c4aa4be49f74f2fc89c9e,5b303a0f1b8c4aa4be49f74f2fc89c9e,MITxPRO+AMxB+1T2018,video,SLM Workflow,246,2,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,cf19b65fafd64ac8a8f907cefc1a4f45,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@05777fc145714e21b5bc652ac8cec7cf,05777fc145714e21b5bc652ac8cec7cf,MITxPRO+AMxB+1T2018,html,Text,247,3,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,cf19b65fafd64ac8a8f907cefc1a4f45,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@eb1287ee1a764fd59fbaac4c8b7bd506,eb1287ee1a764fd59fbaac4c8b7bd506,MITxPRO+AMxB+1T2018,vertical,Materials and Length Scales,248,4,3,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,eb1287ee1a764fd59fbaac4c8b7bd506,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@b47999fa192a4c07897ef0655c1f458f,b47999fa192a4c07897ef0655c1f458f,MITxPRO+AMxB+1T2018,html,,249,1,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,eb1287ee1a764fd59fbaac4c8b7bd506,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@323fc1a64a984aae8609750444d645f5,323fc1a64a984aae8609750444d645f5,MITxPRO+AMxB+1T2018,vertical,Key Takeaways,250,5,3,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,323fc1a64a984aae8609750444d645f5,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@4278a11746804def8e613a8a8da29a7c,4278a11746804def8e613a8a8da29a7c,MITxPRO+AMxB+1T2018,html,Text,251,1,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,323fc1a64a984aae8609750444d645f5,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@1968701e78a8494599c8f83026c696ca,1968701e78a8494599c8f83026c696ca,MITxPRO+AMxB+1T2018,vertical,Concept Questions,252,6,3,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@deead91c4b084361847e1f6596966bb8,deead91c4b084361847e1f6596966bb8,MITxPRO+AMxB+1T2018,problem,Question #1,253,1,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@6bcb17967bcb4df9bfc7914614ea438d,6bcb17967bcb4df9bfc7914614ea438d,MITxPRO+AMxB+1T2018,problem,Question #2,254,2,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@c1cffbf051a6419bb88a3efe70810c03,c1cffbf051a6419bb88a3efe70810c03,MITxPRO+AMxB+1T2018,problem,Question #3,255,3,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@deb6f01c4aee459aba4573c30370cd9f,deb6f01c4aee459aba4573c30370cd9f,MITxPRO+AMxB+1T2018,problem,Question #4,256,4,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@712de1d8f0494088af25f2d8990ed903,712de1d8f0494088af25f2d8990ed903,MITxPRO+AMxB+1T2018,problem,Question #5,257,5,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@bcfaf0a85a4c4bb1b5f38a5334a89bc7,bcfaf0a85a4c4bb1b5f38a5334a89bc7,MITxPRO+AMxB+1T2018,problem,Question #6,258,6,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@70ce3c11df2441369632b5e4c33440b2,70ce3c11df2441369632b5e4c33440b2,MITxPRO+AMxB+1T2018,problem,Question #7,259,7,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@631404452a894b47949846af85b65a75,631404452a894b47949846af85b65a75,MITxPRO+AMxB+1T2018,problem,Question #8,260,8,4,6bda96cc20ea416c8fbaf845d7af08b1,28005b53206c40a6a38fda0370a2bf97,1968701e78a8494599c8f83026c696ca,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@26ce560fdce147dda5bbc4125cff45dc,26ce560fdce147dda5bbc4125cff45dc,MITxPRO+AMxB+1T2018,sequential,Material Jetting (40 min),261,5,2,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@c7fe2b8f202c44049c3b249f1726c1e8,c7fe2b8f202c44049c3b249f1726c1e8,MITxPRO+AMxB+1T2018,vertical,Introduction to Material Jetting AM,262,1,3,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,c7fe2b8f202c44049c3b249f1726c1e8,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8a10cc79e71240fbbaef15137c988bf5,8a10cc79e71240fbbaef15137c988bf5,MITxPRO+AMxB+1T2018,html,,263,1,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,c7fe2b8f202c44049c3b249f1726c1e8,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@d6f5e62f53b24133ad80b6ae4fbb1c67,d6f5e62f53b24133ad80b6ae4fbb1c67,MITxPRO+AMxB+1T2018,video,Introduction to Material Jetting AM,264,2,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,c7fe2b8f202c44049c3b249f1726c1e8,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@22f8ee5d537a46cfb33f6713a2ec6a6a,22f8ee5d537a46cfb33f6713a2ec6a6a,MITxPRO+AMxB+1T2018,html,,265,3,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,c7fe2b8f202c44049c3b249f1726c1e8,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@b76b4922679b4f17b8cea1d877663ea4,b76b4922679b4f17b8cea1d877663ea4,MITxPRO+AMxB+1T2018,vertical,Workflow,266,2,3,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,b76b4922679b4f17b8cea1d877663ea4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@0cd55e8d087d4dd7b4abe0c9eeb53ee9,0cd55e8d087d4dd7b4abe0c9eeb53ee9,MITxPRO+AMxB+1T2018,html,,267,1,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,b76b4922679b4f17b8cea1d877663ea4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@43334af9e23541758eae3f163f0233ca,43334af9e23541758eae3f163f0233ca,MITxPRO+AMxB+1T2018,video,Material Jetting Workflow,268,2,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,b76b4922679b4f17b8cea1d877663ea4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@b6e111cfb4a9471b8d1efe4384681e27,b6e111cfb4a9471b8d1efe4384681e27,MITxPRO+AMxB+1T2018,html,,269,3,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,b76b4922679b4f17b8cea1d877663ea4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@b6307610d77e44c4873497eb70a728e0,b6307610d77e44c4873497eb70a728e0,MITxPRO+AMxB+1T2018,vertical,Materials and Length Scales,270,3,3,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,b6307610d77e44c4873497eb70a728e0,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@0552f7dc52d14cf5b15daed9c4229342,0552f7dc52d14cf5b15daed9c4229342,MITxPRO+AMxB+1T2018,html,,271,1,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,b6307610d77e44c4873497eb70a728e0,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@cfded70713da4aa6982d9340e2dd3fef,cfded70713da4aa6982d9340e2dd3fef,MITxPRO+AMxB+1T2018,vertical,Key Takeaways,272,4,3,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,cfded70713da4aa6982d9340e2dd3fef,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@151ff258d4a74e6dbe9efde0ce31b457,151ff258d4a74e6dbe9efde0ce31b457,MITxPRO+AMxB+1T2018,html,,273,1,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,cfded70713da4aa6982d9340e2dd3fef,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@f6c8044d01774d34a93c3b1c2ca22122,f6c8044d01774d34a93c3b1c2ca22122,MITxPRO+AMxB+1T2018,vertical,Concept Questions,274,5,3,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,f6c8044d01774d34a93c3b1c2ca22122,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@c1e3057887ae4756b3983ee71103080a,c1e3057887ae4756b3983ee71103080a,MITxPRO+AMxB+1T2018,problem,Question #1,275,1,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,f6c8044d01774d34a93c3b1c2ca22122,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@4ddee52f520141a192396264e12e939c,4ddee52f520141a192396264e12e939c,MITxPRO+AMxB+1T2018,problem,Question #2,276,2,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,f6c8044d01774d34a93c3b1c2ca22122,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@2a07f16983744ee4b619e6822558732e,2a07f16983744ee4b619e6822558732e,MITxPRO+AMxB+1T2018,problem,Question #3,277,3,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,f6c8044d01774d34a93c3b1c2ca22122,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@3b80b63e802243169ed3dc0ceba87a81,3b80b63e802243169ed3dc0ceba87a81,MITxPRO+AMxB+1T2018,problem,Question #4,278,4,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,f6c8044d01774d34a93c3b1c2ca22122,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@750c556f3cae4c2db33e983c7c72db60,750c556f3cae4c2db33e983c7c72db60,MITxPRO+AMxB+1T2018,problem,Question #5,279,5,4,6bda96cc20ea416c8fbaf845d7af08b1,26ce560fdce147dda5bbc4125cff45dc,f6c8044d01774d34a93c3b1c2ca22122,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@a807fe17f06a4b3f8ac0d5e97ec3aae9,a807fe17f06a4b3f8ac0d5e97ec3aae9,MITxPRO+AMxB+1T2018,sequential,Binder Jetting (40 min),280,6,2,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@24c7e48822894ed19ee2fbfbe27f9483,24c7e48822894ed19ee2fbfbe27f9483,MITxPRO+AMxB+1T2018,vertical,Introduction to Binder Jetting AM,281,1,3,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,24c7e48822894ed19ee2fbfbe27f9483,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@aedac84ad12f487db1c88dbe3c82abde,aedac84ad12f487db1c88dbe3c82abde,MITxPRO+AMxB+1T2018,html,,282,1,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,24c7e48822894ed19ee2fbfbe27f9483,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@44a09f185c624f388d29e488f28999d2,44a09f185c624f388d29e488f28999d2,MITxPRO+AMxB+1T2018,video,Introduction to Binder Jetting AM,283,2,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,24c7e48822894ed19ee2fbfbe27f9483,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@41f2083f68e34e818c645e3b5fe1f3a6,41f2083f68e34e818c645e3b5fe1f3a6,MITxPRO+AMxB+1T2018,html,,284,3,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,24c7e48822894ed19ee2fbfbe27f9483,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@a3e2a64414524c0199feb7dc3d757d5d,a3e2a64414524c0199feb7dc3d757d5d,MITxPRO+AMxB+1T2018,vertical,Workflow,285,2,3,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,a3e2a64414524c0199feb7dc3d757d5d,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8c70a939146b49cd91d826eaa1b1aaf8,8c70a939146b49cd91d826eaa1b1aaf8,MITxPRO+AMxB+1T2018,html,,286,1,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,a3e2a64414524c0199feb7dc3d757d5d,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@0fc9573794ea433ca88f5be6758b560e,0fc9573794ea433ca88f5be6758b560e,MITxPRO+AMxB+1T2018,video,Video,287,2,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,a3e2a64414524c0199feb7dc3d757d5d,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@f5040720d39f47cda6c8744f087759d2,f5040720d39f47cda6c8744f087759d2,MITxPRO+AMxB+1T2018,html,Text,288,3,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,a3e2a64414524c0199feb7dc3d757d5d,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@2f400a813a35472291e112e3d40755a0,2f400a813a35472291e112e3d40755a0,MITxPRO+AMxB+1T2018,vertical,Materials and Length Scales,289,3,3,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,2f400a813a35472291e112e3d40755a0,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@cfc8fb9e455e4fc592f63e75803bc5e9,cfc8fb9e455e4fc592f63e75803bc5e9,MITxPRO+AMxB+1T2018,html,Text,290,1,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,2f400a813a35472291e112e3d40755a0,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@3019d93fbfac4f57929455a474f21b6c,3019d93fbfac4f57929455a474f21b6c,MITxPRO+AMxB+1T2018,vertical,Key Takeaways,291,4,3,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,3019d93fbfac4f57929455a474f21b6c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@4454aaa65b6d49ca89add710ba15514e,4454aaa65b6d49ca89add710ba15514e,MITxPRO+AMxB+1T2018,html,,292,1,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,3019d93fbfac4f57929455a474f21b6c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@824bec05e7734207aa36f0a680b9d876,824bec05e7734207aa36f0a680b9d876,MITxPRO+AMxB+1T2018,vertical,Concept Questions,293,5,3,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,824bec05e7734207aa36f0a680b9d876,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@b417ce5230004e449eb68bbbca8930d9,b417ce5230004e449eb68bbbca8930d9,MITxPRO+AMxB+1T2018,problem,Question #1,294,1,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,824bec05e7734207aa36f0a680b9d876,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@519a3ce144b042f09bc9f27f33267c71,519a3ce144b042f09bc9f27f33267c71,MITxPRO+AMxB+1T2018,problem,Question #2,295,2,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,824bec05e7734207aa36f0a680b9d876,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@1c6f3c34f7cc4c9b94c4e8d737f587c6,1c6f3c34f7cc4c9b94c4e8d737f587c6,MITxPRO+AMxB+1T2018,problem,Question #3,296,3,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,824bec05e7734207aa36f0a680b9d876,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@d8424937df4a417f80f02a8a69eee970,d8424937df4a417f80f02a8a69eee970,MITxPRO+AMxB+1T2018,problem,Question #4,297,4,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,824bec05e7734207aa36f0a680b9d876,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@4be8a36bf92f42cd8fbd28d32417459c,4be8a36bf92f42cd8fbd28d32417459c,MITxPRO+AMxB+1T2018,problem,Question #5,298,5,4,6bda96cc20ea416c8fbaf845d7af08b1,a807fe17f06a4b3f8ac0d5e97ec3aae9,824bec05e7734207aa36f0a680b9d876,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@8159fa91a0244ddf9fdcb3ac8da351d5,8159fa91a0244ddf9fdcb3ac8da351d5,MITxPRO+AMxB+1T2018,sequential,Directed Energy Deposition (40 min),299,7,2,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@770b41a086be4a03839b18bc73455103,770b41a086be4a03839b18bc73455103,MITxPRO+AMxB+1T2018,vertical,Introduction to Directed Energy Deposition AM,300,1,3,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,770b41a086be4a03839b18bc73455103,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@1f5002403e13485da7e7b1f5896e81ee,1f5002403e13485da7e7b1f5896e81ee,MITxPRO+AMxB+1T2018,html,,301,1,4,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,770b41a086be4a03839b18bc73455103,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@46cd00fd3cd84c52a7161a7eafdb9268,46cd00fd3cd84c52a7161a7eafdb9268,MITxPRO+AMxB+1T2018,video,Introduction to Directed Energy Deposition AM,302,2,4,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,770b41a086be4a03839b18bc73455103,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@946ced56e0c848f38f9e1a1fb8996535,946ced56e0c848f38f9e1a1fb8996535,MITxPRO+AMxB+1T2018,html,,303,3,4,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,770b41a086be4a03839b18bc73455103,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@b81fd593c1ed4dcda72dbaa405e3a936,b81fd593c1ed4dcda72dbaa405e3a936,MITxPRO+AMxB+1T2018,vertical,Workflow,304,2,3,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,b81fd593c1ed4dcda72dbaa405e3a936,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@276eb91bb71649698c5d0281235cbd59,276eb91bb71649698c5d0281235cbd59,MITxPRO+AMxB+1T2018,html,,305,1,4,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,b81fd593c1ed4dcda72dbaa405e3a936,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@9af4973779c443ac986aa5b2a63462d6,9af4973779c443ac986aa5b2a63462d6,MITxPRO+AMxB+1T2018,video,Video,306,2,4,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,b81fd593c1ed4dcda72dbaa405e3a936,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@00c23be7a0584af395428ab3a704e552,00c23be7a0584af395428ab3a704e552,MITxPRO+AMxB+1T2018,html,,307,3,4,6bda96cc20ea416c8fbaf845d7af08b1,8159fa91a0244ddf9fdcb3ac8da351d5,b81fd593c1ed4dcda72dbaa405e3a936,0,0,0,1,0,0,0,0,0,0
